온통청년 정책번호,정책명,소관기관,지역,분야,신청상태,기본계획 과제번호,보조금24 서비스ID,보조금24 연결 방식,이어지는 세부사업 코드,이어지는 세부사업명,연결 예산현액(억 원),같은 사업의 다른 등록
20250221005400110543,스타트업 해외전시회 참가기업 모집,중소벤처기업부,중앙,창업·농어업,마감,1차 1-2-4,,,,,,
20250115005400110285,스타트업AI기술인력 양성(이어드림스쿨),중소벤처기업부,중앙,취업·일경험,마감,1차 1-1-2,B55400900022,이름 대조(신뢰도 중간),,,,20260416005400112759
20260416005400112759,스타트업AI기술인력양성(이어드림스쿨),중소벤처기업부,중앙,교육·역량,마감,2차 2-5-17,B55400900022,이름 대조(신뢰도 중간),,,,20250115005400110285
20260922005400113526,시설 퇴소청소년 자립지원수당,성평등가족부 청소년가족정책실,중앙,금융·생활안정,상시,2차 4-12-43,138300000067,이름 대조(신뢰도 중간),,,,
20260922005400113543,식품·외식기업 청년 인턴십,농림축산식품부 농산업혁신정책실 식품산업정책관,중앙,취업·일경험,상시,2차 1-1-1,,,,,,
20260922005400113516,식품분야 대학(원)생 현장실습 지원,농림축산식품부,중앙,교육·역량,마감,2차 2-6-20,,,,,,
20260922005400113507,신산업 분야 직업계고 학과개편 지원,교육부,중앙,교육·역량,상시,2차 2-6-23,,,,,,20250613005400110926
20250613005400110926,신산업 분야 직업계고 학과개편 지원,교육부,중앙,교육·역량,마감,1차 3-9-21,,,,,,20260922005400113507
20240109005400100001,신생아 특례 구입·전세대출,국토교통부,중앙,주거,상시,2차 3-9-31,,,,,,20260922005400113542
20260922005400113542,신생아 특례 구입·전세대출,국토교통부,중앙,주거,상시,2차 3-9-31,,,,,,20240109005400100001
20250618005400110998,신진작가 화랑전속계약 활동 지원,문화체육관광부,중앙,문화·건강,마감,1차 4-16-43,,,,,,
20240109005400100004,신혼부부 전용 전세자금,국토교통부 주택기금과,중앙,주거,상시,2차 3-9-31,,,,,,
20260504005400113103,안서동 목조 커뮤니티시설 및 전망대 설치,산림자원과,중앙,문화·건강,진행중,2차 4-14-53,,,,,,
20260922005400113522,어선청년임대,해양수산부,중앙,취업·일경험,마감,2차 1-2-7,,,096-213-3100-3145-303,어선청년임대,20.45,
20250114005400110230,에너지 국제기구 인턴 파견,외교부,중앙,참여·권리,마감,1차 5-20-52,,,,,,
20260312005400112115,에너지인력양성(R&D),기후에너지환경부,중앙,교육·역량,마감,2차 2-5-19,,,,,,
20260312005400112116,에너지차세대리더육성,기후에너지환경부,중앙,교육·역량,마감,2차 2-5-19,,,,,,
20250109005400110122,에코스타트업 지원사업,기후에너지환경부,중앙,창업·농어업,마감,2차 1-4-12,,,,,,
20260922005400113550,영농창업특성화대학,농림축산식품부,중앙,교육·역량,상시,2차 2-5-19,,,,,,
20260416005400112762,예비창업패키지,중소벤처기업부,중앙,창업·농어업,마감,2차 1-4-12,999000000074,이름 대조(신뢰도 높음),,,,
20250221005400110540,예비창업패키지 창업기업 모집,중소벤처기업부,중앙,창업·농어업,마감,1차 1-2-4,999000000074,이름 대조(신뢰도 높음),,,,
20260323005400112244,예비청년 대상 발명교육 지원,지식재산처,중앙,교육·역량,상시,2차 2-6-23,,,,,,
20250310005400110607,예비청년 대상 발명교육 지원,특허청,중앙,교육·역량,마감,1차 3-9-21,,,,,,
20260504005400113108,예비청년 현장중심 진로체험 프로그램 운영,고등교육정책담당관,중앙,교육·역량,진행중,2차 2-6-20,,,,,,20250715005400211279
20260923005400113562,예술활동준비금지원사업,문화체육관광부 문화예술정책실,중앙,문화·건강,마감,2차 4-14-52,999000000038,이름 대조(신뢰도 높음),,,,
20260918005400113430,오프라인 지역 청년지원센터 활성화,국무조정실 국무1차장 청년정책조정실,중앙,정책기반,상시,2차 5-16-59,,,,,,
20250115005400110263,온국민평생배움터 구축 및 운영,교육부,중앙,교육·역량,마감,1차 3-12-30,,,,,,
20260310005400112106,온국민평생배움터 운영,교육부,중앙,교육·역량,상시,2차 2-7-26,,,,,,
20260917005400113419,온라인 통합 청년정책플랫폼(온통청년) 고도화,국무조정실 국무1차장 청년정책조정실,중앙,정책기반,상시,2차 5-16-59,,,010-110-7000-7035-324,청년정책통합플랫폼 구축(정보화),25.58,
20260918005400113446,온오프라인 통합 청년 토론회,국무조정실,중앙,참여·권리,상시,2차 5-15-56,,,,,,
20260416005400112761,올해의 K-스타트업(舊. 도전! K-스타트업),중소벤처기업부,중앙,창업·농어업,마감,2차 1-4-12,999000000085,이름 대조(신뢰도 높음),,,,
20260504005400113123,워케이션 충남 프로그램 운영,관광진흥과,중앙,문화·건강,진행중,2차 4-14-53,,,,,,
20250211005400110418,월드잡플러스(해외통합정보망),고용노동부,중앙,취업·일경험,마감,1차 1-1-1,,,,,,
20250625005400111134,위기청년 자립지원(시설퇴소청소년 자립지원수당 지원),청소년자립지원과,중앙,금융·생활안정,마감,1차 4-14-34,,,,,,
20250613005400110922,유망청년창업기업 보증,신용보증기금,중앙,창업·농어업,마감,1차 1-2-5,,,,,,
20250114005400110246,유엔자원봉사단(UNV) 파견,외교부,중앙,참여·권리,마감,1차 5-20-52,,,,,,
20250514005400110813,유엔참전국 교류캠프,국가보훈부,중앙,참여·권리,마감,1차 5-20-52,,,,,,
20250123005400110399,유연근무제 장려금(사업주 지원),고용노동부,중앙,취업·일경험,마감,1차 1-4-8,149200000083,이름 대조(신뢰도 높음),,,,
20250123005400110388,육아기 근로시간 단축 급여,고용노동부,중앙,정책기반,마감,1차 5-19-50,999000000007,링크 기재,,,,
20260921005400113485,융합보안핵심인재양성,과학기술정보통신부 정보보호네트워크정책실,중앙,교육·역량,마감,2차 2-5-19,,,,,,
20250617005400110950,의료기기 규제과학 전문가 양성,식품의약품안전처,중앙,교육·역량,상시,2차 2-5-19,,,,,,
20260311005400112108,의약품 규제업무 전문가 양성 교육,식품의약품안전처,중앙,교육·역량,마감,2차 2-5-19,,,,,,
20250620005400111082,이공계 대학원생 청년창업 탐색지원,과학기술정보통신부,중앙,창업·농어업,마감,1차 1-2-4,,,,,,
20250618005400111051,이공계 연구생활장려금,과학기술정보통신부,중앙,교육·역량,마감,1차 3-9-21,,,,,,
20260921005400113481,이전 공공기관 지역인재채용,국토교통부 혁신도시발전추진단,중앙,취업·일경험,상시,2차 1-1-1,,,,,,
20250626005400111138,이주배경청년(청소년)지원,학교밖청소년지원과,중앙,금융·생활안정,마감,1차 4-14-36,,,,,,
20250618005400111011,인공지능반도체 분야 고급인재양성,정보통신산업정책관,중앙,교육·역량,마감,1차 3-9-21,,,,,,
20260504005400113115,인재육성사업 추진,고등교육정책담당관,중앙,금융·생활안정,진행중,2차 4-12-44,,,,,,20251214005400211986 | 20251112005400211858
20250212005400110420,일반고 특화훈련,고용노동부,중앙,취업·일경험,마감,1차 1-1-2,,,,,,
20250211005400110416,일학습병행,고용노동부,중앙,교육·역량,마감,1차 3-11-28,149200000059,이름 대조(신뢰도 중간),,,,
20260922005400113515,임대형 스마트팜,농림축산식품부 농산업혁신정책실 농산업혁신정책관,중앙,취업·일경험,상시,2차 1-2-6,,,,,,
20250617005400110945,자립준비청년 의료비 지원 사업,인구아동정책관,중앙,금융·생활안정,마감,1차 4-14-34,,,,,,
20250609005400110892,자립준비청년 자립수당 지급,인구아동정책관,중앙,금융·생활안정,마감,1차 4-14-34,508000000565,이름 대조(신뢰도 높음),075-110-1300-1331-303,자립준비청년 자립수당 지급,340.68,
20260330005400112329,자립준비청년 자립수당지원,보건복지부,중앙,금융·생활안정,상시,2차 4-12-43,508000000565,이름 대조(신뢰도 높음),50900002019300F9 | 5170000201930078,(국)자립준비청년자립수당지원 | 자립준비청년자립수당지원(보조),0.6,
20250617005400110944,자립준비청년 자립지원 사업,인구아동정책관,중앙,금융·생활안정,마감,1차 4-14-34,508000000565,이름 대조(신뢰도 중간),075-110-1300-1331-304,자립준비청년 자립지원 체계 구축,175.74,
20260922005400113531,자립준비청년 주거지원,국토교통부,중앙,주거,상시,2차 3-8-27,,,,,,
20260504005400113104,자립준비청년 지원,인구정책과,중앙,금융·생활안정,상시,2차 4-12-43,644000000843,이름 대조(신뢰도 중간),4520000202330223,자립준비청년 지원,0.36,
20260504005400113094,자립지원 사업비,인구정책과,중앙,금융·생활안정,상시,2차 4-12-43,,,,,,
20260918005400113441,장기간부 도약적금,국방부,중앙,금융·생활안정,상시,2차 4-11-37,,,,,,
20260918005400113440,장병내일준비적금 지원,국방부,중앙,금융·생활안정,상시,2차 4-11-37,,,,,,
20260416005400112763,재도전성공패키지,중소벤처기업부,중앙,창업·농어업,마감,2차 1-4-16,B55273500003,이름 대조(신뢰도 중간),,,,
20250221005400110541,재도전성공패키지 IP전략형 (예비) 재창업기업 지원,중소벤처기업부,중앙,창업·농어업,마감,1차 1-2-4,,,,,,
20250221005400110538,재도전성공패키지 일반형 (예비) 재창업기업 지원,중소벤처기업부,중앙,창업·농어업,마감,1차 1-2-4,,,,,,
20250620005400111084,재외동포 청년인턴 사업,재외동포청,중앙,참여·권리,마감,1차 5-20-52,,,,,,
20260320005400112237,재직자 인공지능·디지털(AI·D) 집중과정 지원,교육부 고등평생정책실,중앙,교육·역량,상시,2차 2-5-17,,,,,,
20260918005400113459,전문기술인재 장학금 지원,교육부 고등평생정책실 평생교육지원관,중앙,교육·역량,진행중,2차 2-7-24,B55252900229,이름 대조(신뢰도 중간),,,,
20250619005400111065,전문대학 글로벌 현장학습,교육부 고등평생정책실,중앙,참여·권리,마감,2차 5-17-63,134200000008,이름 대조(신뢰도 중간),,,,
20260504005400113081,전세보증금반환보증 보증료 지원,주택도시과,중앙,주거,상시,2차 3-10-32,644000000245,이름 대조(신뢰도 높음),,,,
20260527005400113223,전세보증금반환보증 보증료 지원,국토교통부,중앙,주거,상시,2차 3-9-31,161300000103,링크 기재,,,,
20250903005400111592,전세보증금반환보증 보증료 지원사업,국토교통부,중앙,주거,마감,1차 2-7-16,161300000103,이름 대조(신뢰도 높음),,,,
20260921005400113489,정보보호특성화대학,과학기술정보통신부 정보보호네트워크정책실,중앙,교육·역량,마감,2차 2-5-19,,,,,,20250618005400111009
20250618005400111009,정보보호특성화대학 지원사업,과학기술정보통신부,중앙,교육·역량,마감,1차 3-9-21,,,,,,20260921005400113489
20260918005400113431,정부위원회 청년위원 확대,국무조정실 국무1차장 청년정책조정실,중앙,참여·권리,상시,2차 5-15-57,,,,,,
20260504005400113116,정신건강 심리상담 바우처 사업,건강증진식품과,중앙,문화·건강,상시,2차 4-13-47,,,,,,
20260921005400113474,정원분야 실습·보육공간 조성,산림청,중앙,참여·권리,마감,2차 5-15-58,,,,,,
20260918005400113457,제2기 탐지견 아카데미,관세청,중앙,교육·역량,마감,2차 2-5-19,,,,,,
20250110005400110154,제대군인 사이버교육,국가보훈부,중앙,취업·일경험,마감,1차 3-11-27,,,,,,
20250110005400110151,제대군인 전직지원금,국가보훈부,중앙,취업·일경험,마감,1차 1-1-1,GPV000000110,이름 대조(신뢰도 높음),,,,
20250110005400110161,제대군인 직업능력 개발훈련,국가보훈부,중앙,취업·일경험,마감,1차 1-1-2,,,,,,
20250110005400110155,제대군인 직업능력개발교육비 지원,제대군인일자리과,중앙,취업·일경험,마감,1차 1-1-1,,,,,,
20250110005400110153,제대군인지원센터,국가보훈부,중앙,취업·일경험,마감,1차 1-1-1,,,,,,
20260922005400113555,제로에너지 건축 전문인력 양성,국토교통부,중앙,교육·역량,상시,2차 2-5-19,,,,,,
20250620005400111085,제약 스마트공장 혁신기술 인재 양성,의약품안전국,중앙,교육·역량,마감,2차 2-5-19,,,,,,
20250624005400111128,제조창업활성화(메이커스페이스 지원),중소벤처기업부,중앙,창업·농어업,마감,1차 1-2-4,,,,,,
20250212005400110432,조기재취업수당,고용노동부,중앙,취업·일경험,마감,1차 1-1-1,149200000063,이름 대조(신뢰도 높음),,,,
20240109005400100003,주거안정월세대출,국토교통부 주택기금과,중앙,주거,상시,2차 3-9-31,999000000025,이름 대조(신뢰도 높음),,,,
20250521005400110863,주거안정장학금,교육부,중앙,교육·역량,마감,1차 3-10-23,,,,,,
20250618005400111005,주거포털 마이홈 개선,국토교통부,중앙,주거,마감,1차 2-5-10,,,,,,
20260504005400113105,주력산업 일자리 지원사업,일자리기업지원과,중앙,취업·일경험,마감,2차 1-2-4,,,,,,
20250110005400110149,중.장기복무제대군인 무료법률구조지원,국가보훈부,중앙,취업·일경험,마감,1차 1-1-1,183000000003,이름 대조(신뢰도 중간),,,,
20260310005400112102,중남미 지역기구 인턴 파견,외교부 중남미국,중앙,취업·일경험,상시,2차 1-1-3,,,,,,
20250113005400110168,중남미 지역기구 인턴 파견,중남미국,중앙,참여·권리,마감,1차 5-20-52,,,,,,
20250623005400111116,중소기업 계약학과,중소벤처기업부,중앙,취업·일경험,마감,1차 3-11-27,,,,,,
20260921005400113479,중소벤처기업 '청년 기술평가체험단' 운영,중소벤처기업부 창업벤처혁신실,중앙,취업·일경험,마감,2차 1-2-5,,,,,,
20260918005400113429,중앙행정기관 청년인턴 운영,국무조정실,중앙,취업·일경험,상시,2차 1-1-3,,,,,,
20250123005400110389,중증장애인근로자 출퇴근 비용 지원,고용노동부,중앙,정책기반,마감,1차 5-19-50,149200005019,이름 대조(신뢰도 높음),,,,
20260310005400112101,지방청년인재 재외공관 파견,외교부,중앙,취업·일경험,마감,2차 1-1-3,,,,,,
20260323005400112245,지식재산 기반 창업촉진(IP 디딤돌 프로그램),지식재산처,중앙,창업·농어업,상시,2차 1-4-13,,,,,,
20250310005400110605,지식재산 기반 창업촉진(IP 디딤돌 프로그램),특허청,중앙,창업·농어업,마감,1차 1-2-4,,,,,,
